統編,分類,子分類,項目,來自公司報告,單位,年份,數值
16848544,G,資本額,資本額,,元,2020,815000000
16848544,G,資本額,資本額,,元,2019,815000000
84310042,G,資本額,資本額,,元,2020,660000000
84310042,G,資本額,資本額,,元,2019,660000000
84310042,G,營運狀況,營業收入,,仟元,2020,943743
84310042,G,營運狀況,營業費用,,仟元,2020,854143
84310042,G,營運狀況,淨利,,仟元,2020,214024
16848544,G,營運狀況,營業收入,,仟元,2020,757337
16848544,G,營運狀況,營業費用,,仟元,2020,656270
16848544,G,營運狀況,淨利,,仟元,2020,112829
84310042,G,營運狀況,營業收入,,仟元,2019,710926
84310042,G,營運狀況,營業費用,,仟元,2019,693651
84310042,G,營運狀況,淨利,,仟元,2019,160258
16848544,G,營運狀況,營業收入,,仟元,2019,724084
16848544,G,營運狀況,營業費用,,仟元,2019,648475
16848544,G,營運狀況,淨利,,仟元,2019,93338
84310042,G,營運狀況,營業收入,,仟元,2017,729986
84310042,G,營運狀況,營業費用,,仟元,2017,690650
84310042,G,營運狀況,淨利,,仟元,2017,178052
