統編,年份,Tot數值,Tot變化,是推估值
40601248,2019,721360.65,111.58,
40601248,2020,715032.93,110.61,T
40601248,2021,708705.2,109.63,T
40601248,2022,702377.48,108.65,T
40601248,2023,696049.75,107.67,T
40601248,2024,689722.03,106.69,T
40601248,2025,683394.3,105.71,
40601248,2026,683394.3,105.71,T
40601248,2027,683394.3,105.71,T
40601248,2028,683394.3,105.71,T
40601248,2029,683394.3,105.71,T
40601248,2030,683394.3,105.71,
40601248,2031,683394.3,105.71,T
40601248,2032,683394.3,105.71,T
40601248,2033,683394.3,105.71,T
40601248,2034,683394.3,105.71,T
40601248,2035,683394.3,105.71,
40601248,2036,683394.3,105.71,T
40601248,2037,683394.3,105.71,T
40601248,2038,683394.3,105.71,T
40601248,2039,683394.3,105.71,T
40601248,2040,683394.3,105.71,
40601248,2041,683394.3,105.71,T
40601248,2042,683394.3,105.71,T
40601248,2043,683394.3,105.71,T
40601248,2044,683394.3,105.71,T
40601248,2045,683394.3,105.71,
40601248,2046,683394.3,105.71,T
40601248,2047,683394.3,105.71,T
40601248,2048,683394.3,105.71,T
40601248,2049,683394.3,105.71,T
40601248,2050,683394.3,105.71,
