統編,分類,子分類,項目,來自公司報告,單位,年份,數值
18795706,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,遵行環保法規求及其他相關規定且排放量比例一年比一年低。
18795706,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
27489806,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,目前尚未訂定
27489806,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
69546202,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
69546202,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
13000453,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,無資料
13000453,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
13000453,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,9.775
13000453,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,14.017000000000001
13000453,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2009,5.646999999999999
18795706,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,0.8829999999999999
18795706,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,1.147
69546202,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,1.8769999999999998
69546202,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,2.708
69546202,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2009,0.272
69546202,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2009,8.346
13000453,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2010,12.025
13000453,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2010,17.966
13000453,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2010,4.186
18795706,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2010,0.7599999999999999
18795706,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2010,1.133
69546202,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2010,1.3840000000000001
69546202,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2010,1.9949999999999999
69546202,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2010,0.197
69546202,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2010,7.833000000000001
13000453,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2011,12.076
13000453,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2011,17.221999999999998
13000453,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2011,3.553
18795706,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2011,1.5939999999999999
18795706,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2011,1.5350000000000001
69546202,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2011,0.561
69546202,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2011,0.808
69546202,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2011,0.07999999999999999
69546202,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2011,8.681000000000001
13000453,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2012,10.78
13000453,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2012,15.312000000000001
13000453,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2012,6.038
18795706,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2012,1.076
18795706,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2012,1.339
18795706,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2012,0.02
69546202,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2012,0.264
69546202,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2012,0.522
69546202,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2012,0.051000000000000004
69546202,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2012,8.639
13000453,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2013,10.483
13000453,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2013,15.151999999999997
13000453,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2013,5.649
18795706,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2013,1.276
18795706,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2013,1.395
18795706,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2013,0.06
69546202,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2013,0.9499999999999998
69546202,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2013,0.024
69546202,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2013,8.457
13000453,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2014,11.152000000000001
13000453,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2014,15.908
13000453,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2014,6.138
18795706,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2014,1.5179999999999998
18795706,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2014,1.733
18795706,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2014,0.04
69546202,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2014,0.6930000000000001
69546202,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2014,0.998
69546202,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2014,0.102
69546202,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2014,8.331000000000001
13000453,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2015,12.565999999999999
13000453,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2015,17.458
13000453,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2015,7.393000000000001
18795706,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2015,1.4800000000000002
18795706,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2015,1.6629999999999998
69546202,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2015,0.857
69546202,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2015,1.234
69546202,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2015,0.12
69546202,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2015,8.194
13000453,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2016,12.317
13000453,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2016,16.715
13000453,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2016,10.843
18795706,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2016,1.427
18795706,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2016,1.533
69546202,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2016,1.119
69546202,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2016,1.6159999999999999
69546202,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2016,0.168
69546202,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2016,6.920999999999999
13000453,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2017,9.917
13000453,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2017,13.325000000000001
13000453,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2017,8.687999999999999
18795706,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2017,1.126
18795706,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2017,1.134
69546202,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2017,1.0550000000000002
69546202,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2017,1.52
69546202,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2017,0.15
69546202,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2017,7.107
69546202,E,空氣污染物申報-有害空氣污染物,苯,,,2017,0.619
69546202,E,空氣污染物申報-有害空氣污染物,甲苯,,,2017,0.331
13000453,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2018,6.07
13000453,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2018,6.874
13000453,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2018,5.8100000000000005
18795706,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2018,1.6280000000000001
18795706,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2018,1.72
18795706,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2018,0.005
69546202,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2018,0.462
69546202,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2018,0.6659999999999999
69546202,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2018,0.033
69546202,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2018,6.745000000000001
69546202,E,空氣污染物申報-有害空氣污染物,苯,,,2018,0.46199999999999997
69546202,E,空氣污染物申報-有害空氣污染物,甲苯,,,2018,0.187
13000453,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2019,3.403
13000453,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2019,2.404
13000453,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2019,0.313
18795706,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2019,1.578
18795706,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2019,2.053
18795706,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2019,0.12
69546202,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2019,0.47600000000000003
69546202,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2019,0.5700000000000001
69546202,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2019,0.015
69546202,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2019,6.2669999999999995
69546202,E,空氣污染物申報-有害空氣污染物,苯,,,2019,0.41300000000000003
69546202,E,空氣污染物申報-有害空氣污染物,甲苯,,,2019,0.16799999999999998
13000453,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2020,2.884
13000453,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2020,2.0949999999999998
13000453,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2020,0.542
18795706,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2020,1.371
18795706,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2020,0.936
18795706,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2020,0.186
69546202,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2020,0.215
69546202,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2020,0.007
69546202,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2020,5.917999999999999
69546202,E,空氣污染物申報-有害空氣污染物,苯,,,2020,0.40700000000000003
69546202,E,空氣污染物申報-有害空氣污染物,甲苯,,,2020,0.165
13000453,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2021,1.99
13000453,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2021,1.307
13000453,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2021,0.336
18795706,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2021,1.397
