統編,分類,子分類,項目,來自公司報告,單位,年份,數值
35412204,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,43774.20999999999
35412204,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,139516.53
35412204,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,183290.74
35412204,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,96569.37
35412204,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,146594.69
35412204,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,243164.06
35412204,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,111983.4
35412204,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,167768.34
35412204,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,279751.74
35412204,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,114271.58000000002
35412204,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,178052.26
35412204,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,292323.84
35412204,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2016,203.91569778742868
35412204,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,157600.12
35412204,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,229832.61000000002
35412204,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,387432.73
35412204,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2017,230.8997921451654
35412204,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,163009.92
35412204,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,217549.71
35412204,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,380559.63
35412204,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2018,199.33444564953484
35412204,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2019,134441.47
35412204,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2019,195958.15
35412204,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2019,330399.62
35412204,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2019,245.09556642455416
35412204,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2020,125617.28
35412204,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2020,189297.44
35412204,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2020,314914.72
35412204,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2020,279.80828528427463
35412204,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2021,142762.88
35412204,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2021,206189.21
35412204,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2021,348952.08999999997
35412204,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2022,128062.25409999996
35412204,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2022,182646.8409
35412204,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2022,310709.095
89260422,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
89260422,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
35882520,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
35882520,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
03607500,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
03607500,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
79460007,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
79460007,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
68035907,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
68035907,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
43125162,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
43125162,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
64829434,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
64829434,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22819700,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
22819700,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
73341336,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
