統編,分類,子分類,項目,單位,年份,數值
30414175,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2015,20018158.35
30414175,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2015,1268324.79
55389357,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2015,294479.55
55389357,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2015,483933.67
69771636,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2015,64502.379999999976
69771636,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2015,143730.89
70005915,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2015,8636.000000000002
70005915,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2015,13009.08
72065240,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2015,29950.57
72065240,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2015,22253.72
75280209,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2015,201765.32999999996
75280209,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2015,522831.12
75470524,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2015,63746.62
75470524,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2015,166762.68
75947936,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2015,43594.03
75947936,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2015,76539.48
79837539,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2015,32376.39
79837539,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2015,68699.48
84613756,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2015,9577771.46
84613756,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2015,147234.6
23218395,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2016,279589.65
23218395,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2016,369080.26
23218395,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2016,1463.1841329075835
30414175,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2016,21042990.05
30414175,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2016,1294652.09
30414175,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2016,7622.316922274639
55389357,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2016,291501.61000000004
55389357,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2016,484045.82
55389357,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2016,3704.9653531683757
69771636,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2016,94080.36000000002
69771636,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2016,183743.28
72065240,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2016,29527.06
72065240,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2016,22722.45
72065240,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2016,1186.244116117247
75280209,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2016,174652.88
75280209,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2016,486629.96
75280209,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2016,2623.143333175457
75470524,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2016,52861.4
75470524,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2016,134254.7
75470524,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2016,3930.8734191202575
75947936,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2016,50771.83
75947936,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2016,84344.83
75947936,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2016,255.67319193126022
79837539,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2016,33612.880000000005
79837539,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2016,67137.48
79837539,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2016,785.019925409738
84613756,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2016,9236653.709999999
84613756,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2016,211535.4
84613756,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2016,14716.120777994332
23218395,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2017,307090.81999999995
23218395,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2017,421765.65
23218395,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2017,1631.6036436205434
30414175,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2017,20006804.479999997
30414175,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2017,1314880.83
30414175,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2017,6144.365378463191
55389357,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2017,273457.8300000001
55389357,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2017,517297.97
55389357,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2017,3196.0141196705817
69771636,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2017,107693.4
69771636,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2017,219756.29
69771636,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2017,3362.3514446624404
72065240,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2017,23121.989999999998
72065240,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2017,19580.58
72065240,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2017,972.0585276043455
75280209,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2017,175453.96999999997
75280209,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2017,534453.11
75280209,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2017,2235.9791505134085
75470524,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2017,59102.69
75470524,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2017,174830.15
75470524,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2017,4442.457551430986
75947936,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2017,65764.34
75947936,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2017,86389.43
75947936,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2017,213.8232587903353
79837539,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2017,33803.07000000001
79837539,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2017,69797.18
79837539,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2017,752.4143655019717
84613756,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2017,9604727.14
84613756,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2017,236019.24
84613756,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2017,11593.583791514166
23218395,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2018,290430.02999999997
23218395,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2018,392108.05
23218395,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2018,1367.449149206584
30414175,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2018,20805770.66
30414175,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2018,1309035.18
30414175,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2018,5519.524464046287
55389357,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2018,233532.09999999998
55389357,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2018,537742.13
55389357,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2018,2498.8111540315354
69771636,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2018,100244.12999999998
69771636,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2018,213356.92
69771636,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2018,2821.1384424975017
72065240,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2018,26412.069999999996
72065240,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2018,21280.77
72065240,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2018,955.5575012407082
75280209,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2018,205147.84999999998
75280209,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2018,653058.9600000001
75280209,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2018,2157.9456590748
75470524,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2018,117870.71
75470524,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2018,168631.39
75470524,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2018,3518.7796445800695
75947936,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2018,60782.020000000004
75947936,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2018,78440.54
75947936,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2018,188.50493355404515
79837539,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2018,25697.989999999998
79837539,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2018,53878.02
79837539,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2018,705.3326459880443
84613756,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2018,9899184.61
84613756,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2018,220646.65
84613756,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2018,10245.680386583661
23218395,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2019,249808.54000000004
23218395,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2019,352695.51
23218395,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2019,1349.3682367571037
30414175,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2019,20351815.49
30414175,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2019,1208334.91
30414175,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2019,5886.879404608009
55389357,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2019,227615.37
55389357,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2019,486380.64
55389357,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2019,2574.2934237143722
69771636,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2019,94629.63
69771636,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2019,184445.31
69771636,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2019,2883.828720945865
72065240,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2019,20307.29
72065240,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2019,16237.51
72065240,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2019,924.0805923048915
75280209,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2019,181832.52
75280209,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2019,613524.78
75280209,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2019,1772.8343244857747
75470524,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2019,54066.560000000005
75470524,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2019,141436.03
75470524,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2019,2458.0414735882855
75947936,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2019,63451.29000000001
75947936,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2019,69054.6
75947936,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2019,221.99903608114766
79837539,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2019,26231.620000000003
79837539,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2019,50738.96
79837539,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2019,779.2156595959731
84613756,E,溫室氣體排放,範疇一直接排放,公噸CO2e,2019,8833209.67
84613756,E,溫室氣體排放,範疇二間接排放,公噸CO2e,2019,204387.32
84613756,E,溫室氣體排放,碳密集度,公噸CO2e/億元,2019,10655.23490228662
75280209,E,污染管理,氮氧化物,,2009,242.77700000000004
75280209,E,污染管理,硫氧化物,,2009,267.46
75280209,E,污染管理,粒狀污染物,,2009,120.17199999999998
75280209,E,污染管理,揮發性有機化合物,,2009,47.28
68040606,E,污染管理,氮氧化物,,2010,3.735
68040606,E,污染管理,硫氧化物,,2010,4.144
68040606,E,污染管理,粒狀污染物,,2010,2.822
68040606,E,污染管理,揮發性有機化合物,,2010,5.957
75280209,E,污染管理,氮氧化物,,2010,292.19599999999997
75280209,E,污染管理,硫氧化物,,2010,209.926
75280209,E,污染管理,粒狀污染物,,2010,83.68
75280209,E,污染管理,揮發性有機化合物,,2010,185.988
68040606,E,污染管理,氮氧化物,,2011,2.088
68040606,E,污染管理,硫氧化物,,2011,4.093
68040606,E,污染管理,粒狀污染物,,2011,0.954
68040606,E,污染管理,揮發性有機化合物,,2011,4.109
75280209,E,污染管理,氮氧化物,,2011,295.497
75280209,E,污染管理,硫氧化物,,2011,335.826
75280209,E,污染管理,粒狀污染物,,2011,160.848
75280209,E,污染管理,揮發性有機化合物,,2011,254.39
68040606,E,污染管理,氮氧化物,,2012,0.829
68040606,E,污染管理,硫氧化物,,2012,1.5050000000000001
68040606,E,污染管理,粒狀污染物,,2012,0.5950000000000001
68040606,E,污染管理,揮發性有機化合物,,2012,3.0860000000000003
75280209,E,污染管理,氮氧化物,,2012,252.28399999999996
75280209,E,污染管理,硫氧化物,,2012,246.74899999999997
75280209,E,污染管理,粒狀污染物,,2012,137.85999999999999
75280209,E,污染管理,揮發性有機化合物,,2012,67.39500000000001
68040606,E,污染管理,氮氧化物,,2013,1.834
68040606,E,污染管理,硫氧化物,,2013,3.213
68040606,E,污染管理,粒狀污染物,,2013,1.05
68040606,E,污染管理,揮發性有機化合物,,2013,5.847
75280209,E,污染管理,氮氧化物,,2013,178.174
75280209,E,污染管理,硫氧化物,,2013,143.433
75280209,E,污染管理,粒狀污染物,,2013,122.23599999999999
75280209,E,污染管理,揮發性有機化合物,,2013,29.647000000000002
68040606,E,污染管理,氮氧化物,,2014,1.3910000000000002
68040606,E,污染管理,硫氧化物,,2014,2.027
68040606,E,污染管理,粒狀污染物,,2014,0.8980000000000001
68040606,E,污染管理,揮發性有機化合物,,2014,15.100000000000001
75280209,E,污染管理,氮氧化物,,2014,175.085
75280209,E,污染管理,硫氧化物,,2014,137.9
75280209,E,污染管理,粒狀污染物,,2014,95.05799999999999
75280209,E,污染管理,揮發性有機化合物,,2014,27.945
68040606,E,污染管理,氮氧化物,,2015,0.506
68040606,E,污染管理,硫氧化物,,2015,0
68040606,E,污染管理,粒狀污染物,,2015,0.003
68040606,E,污染管理,揮發性有機化合物,,2015,7.82
75280209,E,污染管理,氮氧化物,,2015,195.529
75280209,E,污染管理,硫氧化物,,2015,176.01000000000002
75280209,E,污染管理,粒狀污染物,,2015,102.27200000000002
75280209,E,污染管理,揮發性有機化合物,,2015,33.636
68040606,E,污染管理,氮氧化物,,2016,0.5660000000000001
68040606,E,污染管理,硫氧化物,,2016,0
68040606,E,污染管理,粒狀污染物,,2016,0.01
68040606,E,污染管理,揮發性有機化合物,,2016,5.288
75280209,E,污染管理,氮氧化物,,2016,200.711
75280209,E,污染管理,硫氧化物,,2016,196.417
75280209,E,污染管理,粒狀污染物,,2016,127.901
75280209,E,污染管理,揮發性有機化合物,,2016,36.025
68040606,E,污染管理,苯,,2017,0.007
68040606,E,污染管理,四氯化碳,,2017,0
68040606,E,污染管理,1-1-二氯乙烷,,2017,0
68040606,E,污染管理,1-2-二氯乙烷,,2017,0
68040606,E,污染管理,戴奧辛,,2017,0
68040606,E,污染管理,乙苯,,2017,0.017
68040606,E,污染管理,二氯甲烷,,2017,0
68040606,E,污染管理,氮氧化物,,2017,1.105
68040606,E,污染管理,硫氧化物,,2017,0
68040606,E,污染管理,苯乙烯,,2017,0
68040606,E,污染管理,粒狀污染物,,2017,0.019
68040606,E,污染管理,四氯乙烯,,2017,0
68040606,E,污染管理,甲苯,,2017,2.168
68040606,E,污染管理,三氯乙烷,,2017,0
68040606,E,污染管理,三氯乙烯,,2017,0
68040606,E,污染管理,揮發性有機化合物,,2017,12.829999999999998
68040606,E,污染管理,二甲苯,,2017,1.175
68040606,E,污染管理,三氯甲烷,,2017,0
68040606,E,污染管理,重金屬,,2017,0
75280209,E,污染管理,苯,,2017,0
75280209,E,污染管理,四氯化碳,,2017,0
75280209,E,污染管理,1-1-二氯乙烷,,2017,0
75280209,E,污染管理,1-2-二氯乙烷,,2017,0
75280209,E,污染管理,戴奧辛,,2017,0
75280209,E,污染管理,乙苯,,2017,0
75280209,E,污染管理,二氯甲烷,,2017,0
75280209,E,污染管理,氮氧化物,,2017,155.45099999999996
75280209,E,污染管理,硫氧化物,,2017,140.283
75280209,E,污染管理,苯乙烯,,2017,0
75280209,E,污染管理,粒狀污染物,,2017,97.97999999999999
75280209,E,污染管理,四氯乙烯,,2017,0
75280209,E,污染管理,甲苯,,2017,0.18500000000000003
75280209,E,污染管理,三氯乙烷,,2017,0
75280209,E,污染管理,三氯乙烯,,2017,0
75280209,E,污染管理,揮發性有機化合物,,2017,28.633000000000003
75280209,E,污染管理,二甲苯,,2017,0.476
75280209,E,污染管理,三氯甲烷,,2017,0
75280209,E,污染管理,重金屬,,2017,0
68040606,E,污染管理,苯,,2018,0.001
68040606,E,污染管理,四氯化碳,,2018,0
68040606,E,污染管理,1-1-二氯乙烷,,2018,0
68040606,E,污染管理,1-2-二氯乙烷,,2018,0
68040606,E,污染管理,戴奧辛,,2018,0
68040606,E,污染管理,乙苯,,2018,0.002
68040606,E,污染管理,二氯甲烷,,2018,0
68040606,E,污染管理,氮氧化物,,2018,0.48999999999999994
68040606,E,污染管理,硫氧化物,,2018,0
68040606,E,污染管理,苯乙烯,,2018,0
68040606,E,污染管理,粒狀污染物,,2018,0.314
68040606,E,污染管理,四氯乙烯,,2018,0
68040606,E,污染管理,甲苯,,2018,0.994
68040606,E,污染管理,三氯乙烷,,2018,0
68040606,E,污染管理,三氯乙烯,,2018,0
68040606,E,污染管理,揮發性有機化合物,,2018,3.989
68040606,E,污染管理,二甲苯,,2018,0.322
68040606,E,污染管理,三氯甲烷,,2018,0
68040606,E,污染管理,重金屬,,2018,0
75280209,E,污染管理,苯,,2018,0
75280209,E,污染管理,四氯化碳,,2018,0
75280209,E,污染管理,1-1-二氯乙烷,,2018,0
75280209,E,污染管理,1-2-二氯乙烷,,2018,0
75280209,E,污染管理,戴奧辛,,2018,0
75280209,E,污染管理,乙苯,,2018,0
75280209,E,污染管理,二氯甲烷,,2018,0
75280209,E,污染管理,氮氧化物,,2018,147.002
75280209,E,污染管理,硫氧化物,,2018,106.73200000000001
75280209,E,污染管理,苯乙烯,,2018,0
75280209,E,污染管理,粒狀污染物,,2018,47.982
75280209,E,污染管理,四氯乙烯,,2018,0
75280209,E,污染管理,甲苯,,2018,0.21
75280209,E,污染管理,三氯乙烷,,2018,0
75280209,E,污染管理,三氯乙烯,,2018,0
75280209,E,污染管理,揮發性有機化合物,,2018,27.228999999999996
75280209,E,污染管理,二甲苯,,2018,0.406
75280209,E,污染管理,三氯甲烷,,2018,0
75280209,E,污染管理,重金屬,,2018,0.234
68040606,E,污染管理,苯,,2019,0
68040606,E,污染管理,四氯化碳,,2019,0
68040606,E,污染管理,1-1-二氯乙烷,,2019,0
68040606,E,污染管理,1-2-二氯乙烷,,2019,0
68040606,E,污染管理,戴奧辛,,2019,0
68040606,E,污染管理,乙苯,,2019,0
68040606,E,污染管理,二氯甲烷,,2019,0
68040606,E,污染管理,氮氧化物,,2019,0.7390000000000001
68040606,E,污染管理,硫氧化物,,2019,0
68040606,E,污染管理,苯乙烯,,2019,0
68040606,E,污染管理,粒狀污染物,,2019,0.389
68040606,E,污染管理,四氯乙烯,,2019,0
68040606,E,污染管理,甲苯,,2019,1.6179999999999999
68040606,E,污染管理,三氯乙烷,,2019,0
68040606,E,污染管理,三氯乙烯,,2019,0
68040606,E,污染管理,揮發性有機化合物,,2019,4.898
68040606,E,污染管理,二甲苯,,2019,0.514
68040606,E,污染管理,三氯甲烷,,2019,0
68040606,E,污染管理,重金屬,,2019,0
75280209,E,污染管理,苯,,2019,0
75280209,E,污染管理,四氯化碳,,2019,0
75280209,E,污染管理,1-1-二氯乙烷,,2019,0
75280209,E,污染管理,1-2-二氯乙烷,,2019,0
75280209,E,污染管理,戴奧辛,,2019,0
75280209,E,污染管理,乙苯,,2019,0
75280209,E,污染管理,二氯甲烷,,2019,0
75280209,E,污染管理,氮氧化物,,2019,221.98
75280209,E,污染管理,硫氧化物,,2019,170.736
75280209,E,污染管理,苯乙烯,,2019,0
75280209,E,污染管理,粒狀污染物,,2019,109.63299999999997
75280209,E,污染管理,四氯乙烯,,2019,0
75280209,E,污染管理,甲苯,,2019,0.07500000000000001
75280209,E,污染管理,三氯乙烷,,2019,0
75280209,E,污染管理,三氯乙烯,,2019,0
75280209,E,污染管理,揮發性有機化合物,,2019,43.372
75280209,E,污染管理,二甲苯,,2019,0.17
75280209,E,污染管理,三氯甲烷,,2019,0
75280209,E,污染管理,重金屬,,2019,0.484
68040606,E,污染管理,苯,,2020,0
68040606,E,污染管理,四氯化碳,,2020,0
68040606,E,污染管理,1-1-二氯乙烷,,2020,0
68040606,E,污染管理,1-2-二氯乙烷,,2020,0
68040606,E,污染管理,戴奧辛,,2020,0
68040606,E,污染管理,乙苯,,2020,0
68040606,E,污染管理,二氯甲烷,,2020,0
68040606,E,污染管理,氮氧化物,,2020,0.677
68040606,E,污染管理,硫氧化物,,2020,0
68040606,E,污染管理,苯乙烯,,2020,0
68040606,E,污染管理,粒狀污染物,,2020,0.17500000000000002
68040606,E,污染管理,四氯乙烯,,2020,0
68040606,E,污染管理,甲苯,,2020,1.109
68040606,E,污染管理,三氯乙烷,,2020,0
68040606,E,污染管理,三氯乙烯,,2020,0
68040606,E,污染管理,揮發性有機化合物,,2020,3.435
68040606,E,污染管理,二甲苯,,2020,0.344
68040606,E,污染管理,三氯甲烷,,2020,0
68040606,E,污染管理,重金屬,,2020,0
75280209,E,污染管理,苯,,2020,0
75280209,E,污染管理,四氯化碳,,2020,0
75280209,E,污染管理,1-1-二氯乙烷,,2020,0
75280209,E,污染管理,1-2-二氯乙烷,,2020,0
75280209,E,污染管理,戴奧辛,,2020,0
75280209,E,污染管理,乙苯,,2020,0
75280209,E,污染管理,二氯甲烷,,2020,0
75280209,E,污染管理,氮氧化物,,2020,216.80300000000003
75280209,E,污染管理,硫氧化物,,2020,87.83399999999999
75280209,E,污染管理,苯乙烯,,2020,0
75280209,E,污染管理,粒狀污染物,,2020,60.09199999999999
75280209,E,污染管理,四氯乙烯,,2020,0
75280209,E,污染管理,甲苯,,2020,0.065
75280209,E,污染管理,三氯乙烷,,2020,0
75280209,E,污染管理,三氯乙烯,,2020,0
75280209,E,污染管理,揮發性有機化合物,,2020,51.297000000000004
75280209,E,污染管理,二甲苯,,2020,0.158
75280209,E,污染管理,三氯甲烷,,2020,0
75280209,E,污染管理,重金屬,,2020,0.5469999999999999
68040606,E,污染管理,苯,,2021,0
68040606,E,污染管理,四氯化碳,,2021,0
68040606,E,污染管理,1-1-二氯乙烷,,2021,0
68040606,E,污染管理,1-2-二氯乙烷,,2021,0
68040606,E,污染管理,戴奧辛,,2021,0
68040606,E,污染管理,乙苯,,2021,0
68040606,E,污染管理,二氯甲烷,,2021,0
68040606,E,污染管理,氮氧化物,,2021,0
68040606,E,污染管理,硫氧化物,,2021,0
68040606,E,污染管理,苯乙烯,,2021,0
68040606,E,污染管理,粒狀污染物,,2021,0.065
68040606,E,污染管理,四氯乙烯,,2021,0
68040606,E,污染管理,甲苯,,2021,0
68040606,E,污染管理,三氯乙烷,,2021,0
68040606,E,污染管理,三氯乙烯,,2021,0
68040606,E,污染管理,揮發性有機化合物,,2021,0
68040606,E,污染管理,二甲苯,,2021,0
68040606,E,污染管理,三氯甲烷,,2021,0
68040606,E,污染管理,重金屬,,2021,0
75280209,E,污染管理,苯,,2021,0
75280209,E,污染管理,四氯化碳,,2021,0
75280209,E,污染管理,1-1-二氯乙烷,,2021,0
75280209,E,污染管理,1-2-二氯乙烷,,2021,0
75280209,E,污染管理,戴奧辛,,2021,0
75280209,E,污染管理,乙苯,,2021,0
75280209,E,污染管理,二氯甲烷,,2021,0
75280209,E,污染管理,氮氧化物,,2021,31.265
75280209,E,污染管理,硫氧化物,,2021,9.968
75280209,E,污染管理,苯乙烯,,2021,0
75280209,E,污染管理,粒狀污染物,,2021,5.468999999999999
75280209,E,污染管理,四氯乙烯,,2021,0
