年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,803354.36,122.4,118975.15,120.95,684379.21,122.66,
2019,656319.81,100,98368.21,100,557951.6,100,
2018,577868.44,88.05,125912.94,128,451955.5,81,
2017,515973.13,78.62,101718.81,103.41,414254.32,74.25,
2016,426860.19,65.04,81860.63,83.22,344999.56,61.83,
2015,352033.22,53.64,71427.02,72.61,280606.2,50.29,
2014,302923.4,46.15,53002.4,53.88,249921,44.79,
2013,273948.2,41.74,46995.93,47.78,226952.27,40.68,
2021,899148.1,137,124727.26,126.8,774420.84,138.8,T
2022,994941.85,151.59,130479.38,132.64,864462.47,154.94,T
2023,1090735.59,166.19,136231.49,138.49,954504.1,171.07,T
2024,1186529.33,180.79,141983.6,144.34,1044545.73,187.21,T
2025,1282323.08,195.38,147735.72,150.19,1134587.36,203.35,T
2026,1378116.82,209.98,153487.83,156.03,1224628.99,219.49,T
2027,1473910.56,224.57,159239.94,161.88,1314670.62,235.62,T
2028,1569704.31,239.17,164992.06,167.73,1404712.25,251.76,T
2029,1665498.05,253.76,170744.17,173.58,1494753.88,267.9,T
2030,1761291.79,268.36,176496.28,179.42,1584795.51,284.04,T
2031,1857085.54,282.95,182248.4,185.27,1674837.14,300.18,T
2032,1952879.28,297.55,188000.51,191.12,1764878.77,316.31,T
2033,2048673.02,312.15,193752.62,196.97,1854920.4,332.45,T
2034,2144466.77,326.74,199504.74,202.81,1944962.03,348.59,T
2035,2240260.51,341.34,205256.85,208.66,2035003.66,364.73,T
2036,2336054.25,355.93,211008.96,214.51,2125045.29,380.87,T
2037,2431848,370.53,216761.08,220.36,2215086.92,397,T
2038,2527641.74,385.12,222513.19,226.2,2305128.55,413.14,T
2039,2623435.48,399.72,228265.3,232.05,2395170.18,429.28,T
2040,2719229.23,414.31,234017.42,237.9,2485211.81,445.42,T
2041,2815022.97,428.91,239769.53,243.75,2575253.44,461.55,T
2042,2910816.71,443.51,245521.64,249.59,2665295.07,477.69,T
2043,3006610.46,458.1,251273.76,255.44,2755336.7,493.83,T
2044,3102404.2,472.7,257025.87,261.29,2845378.33,509.97,T
2045,3198197.94,487.29,262777.98,267.14,2935419.96,526.11,T
2046,3293991.69,501.89,268530.1,272.98,3025461.59,542.24,T
2047,3389785.43,516.48,274282.21,278.83,3115503.22,558.38,T
2048,3485579.17,531.08,280034.32,284.68,3205544.85,574.52,T
2049,3581372.92,545.67,285786.44,290.53,3295586.48,590.66,T
2050,3677166.66,560.27,291538.55,296.37,3385628.11,606.8,T
