年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,71679.78,66.92,43506.13,71.51,28173.65,60.88,
2019,107114.75,100,60836.88,100,46277.87,100,
2018,118286.61,110.43,65854.54,108.25,52432.07,113.3,
2017,128059.37,119.55,74144.76,121.87,53914.61,116.5,
2016,120568.07,112.56,71139.37,116.93,49428.7,106.81,
2015,102350.91,95.55,58961.35,96.92,43389.56,93.76,
2014,95469.87,89.13,54576.79,89.71,40893.08,88.36,
2021,52886.58,49.37,33293.25,54.73,19593.33,42.34,T
2022,34093.39,31.83,23080.38,37.94,11013.01,23.8,T
2023,15300.19,14.28,12867.5,21.15,2432.69,5.26,T
2024,0,0,2654.62,4.36,0,0,T
2025,0,0,0,0,0,0,T
2026,0,0,0,0,0,0,T
2027,0,0,0,0,0,0,T
2028,0,0,0,0,0,0,T
2029,0,0,0,0,0,0,T
2030,0,0,0,0,0,0,T
2031,0,0,0,0,0,0,T
2032,0,0,0,0,0,0,T
2033,0,0,0,0,0,0,T
2034,0,0,0,0,0,0,T
2035,0,0,0,0,0,0,T
2036,0,0,0,0,0,0,T
2037,0,0,0,0,0,0,T
2038,0,0,0,0,0,0,T
2039,0,0,0,0,0,0,T
2040,0,0,0,0,0,0,T
2041,0,0,0,0,0,0,T
2042,0,0,0,0,0,0,T
2043,0,0,0,0,0,0,T
2044,0,0,0,0,0,0,T
2045,0,0,0,0,0,0,T
2046,0,0,0,0,0,0,T
2047,0,0,0,0,0,0,T
2048,0,0,0,0,0,0,T
2049,0,0,0,0,0,0,T
2050,0,0,0,0,0,0,T
