年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,37468.05,65.26,25835.71,63.61,11632.34,69.24,
2019,57416.05,100,40617.12,100,16798.93,100,
2018,62864.65,109.49,43449,106.97,19415.65,115.58,
2017,68903.47,120.01,47541.7,117.05,21361.77,127.16,
2016,67597.47,117.73,47724.96,117.5,19872.51,118.3,
2015,113699.88,198.03,71338.59,175.64,42361.29,252.17,
2021,26989.58,47.01,18600.38,45.79,8389.2,49.94,T
2022,16511.1,28.76,11365.05,27.98,5146.05,30.63,T
2023,6032.63,10.51,4129.72,10.17,1902.91,11.33,T
2024,0,0,0,0,0,0,T
2025,0,0,0,0,0,0,T
2026,0,0,0,0,0,0,T
2027,0,0,0,0,0,0,T
2028,0,0,0,0,0,0,T
2029,0,0,0,0,0,0,T
2030,0,0,0,0,0,0,T
2031,0,0,0,0,0,0,T
2032,0,0,0,0,0,0,T
2033,0,0,0,0,0,0,T
2034,0,0,0,0,0,0,T
2035,0,0,0,0,0,0,T
2036,0,0,0,0,0,0,T
2037,0,0,0,0,0,0,T
2038,0,0,0,0,0,0,T
2039,0,0,0,0,0,0,T
2040,0,0,0,0,0,0,T
2041,0,0,0,0,0,0,T
2042,0,0,0,0,0,0,T
2043,0,0,0,0,0,0,T
2044,0,0,0,0,0,0,T
2045,0,0,0,0,0,0,T
2046,0,0,0,0,0,0,T
2047,0,0,0,0,0,0,T
2048,0,0,0,0,0,0,T
2049,0,0,0,0,0,0,T
2050,0,0,0,0,0,0,T
