分類,子分類,項目,單位,年份,數值
G,,資本額,元,2020,693996490
G,,資本額,元,2019,693996490
G,營運狀況,營業收入,仟元,2020,2836726
G,營運狀況,營業成本,仟元,2020,2311040
G,營運狀況,營業費用,仟元,2020,262979
G,營運狀況,淨利,仟元,2020,179070
G,營運狀況,營業收入,仟元,2019,2711425
G,營運狀況,營業成本,仟元,2019,2179666
G,營運狀況,營業費用,仟元,2019,274602
G,營運狀況,淨利,仟元,2019,208749
G,營運狀況,營業收入,仟元,2018,2945763
G,營運狀況,營業成本,仟元,2018,2464792
G,營運狀況,營業費用,仟元,2018,296681
G,營運狀況,淨利,仟元,2018,110009
G,營運狀況,營業收入,仟元,2017,2801323
G,營運狀況,營業成本,仟元,2017,2396457
G,營運狀況,營業費用,仟元,2017,270166
G,營運狀況,淨利,仟元,2017,76795
G,營運狀況,營業收入,仟元,2016,2294760
G,營運狀況,營業成本,仟元,2016,1938501
G,營運狀況,營業費用,仟元,2016,229477
G,營運狀況,淨利,仟元,2016,45504
