年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,65986.49,68.76,52614.76,68.73,13371.73,68.85,
2021,100867.92,105.1,79979.37,104.48,20888.55,107.56,
2020,104774.64,109.18,83736.82,109.39,21037.82,108.33,
2019,95969.07,100,76548.07,100,19421,100,
2018,99894.78,104.09,79170.46,103.43,20724.32,106.71,
2017,101904.54,106.18,80982.4,105.79,20922.14,107.73,
2016,99263.03,103.43,79846.61,104.31,19416.42,99.98,
2015,96614.93,100.67,77616.65,101.4,18998.28,97.82,
2014,73952.8,77.06,59144.31,77.26,14808.49,76.25,
2023,55992.3,58.34,44636.99,58.31,11355.31,58.47,T
2024,45998.1,47.93,36659.22,47.89,9338.89,48.09,T
2025,36003.91,37.52,28681.45,37.47,7322.46,37.7,T
2026,26009.72,27.1,20703.68,27.05,5306.04,27.32,T
2027,16015.53,16.69,12725.91,16.62,3289.62,16.94,T
2028,6021.33,6.27,4748.14,6.2,1273.2,6.56,T
2029,0,0,0,0,0,0,T
2030,0,0,0,0,0,0,T
2031,0,0,0,0,0,0,T
2032,0,0,0,0,0,0,T
2033,0,0,0,0,0,0,T
2034,0,0,0,0,0,0,T
2035,0,0,0,0,0,0,T
2036,0,0,0,0,0,0,T
2037,0,0,0,0,0,0,T
2038,0,0,0,0,0,0,T
2039,0,0,0,0,0,0,T
2040,0,0,0,0,0,0,T
2041,0,0,0,0,0,0,T
2042,0,0,0,0,0,0,T
2043,0,0,0,0,0,0,T
2044,0,0,0,0,0,0,T
2045,0,0,0,0,0,0,T
2046,0,0,0,0,0,0,T
2047,0,0,0,0,0,0,T
2048,0,0,0,0,0,0,T
2049,0,0,0,0,0,0,T
2050,0,0,0,0,0,0,T
