年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,435150.28,94.25,56409.39,63.6,378740.89,101.54,
2020,464753.12,100.66,90326.6,101.83,374426.52,100.38,
2019,461708.48,100,88700.64,100,373007.84,100,
2018,434662.55,94.14,78311.54,88.29,356351.01,95.53,
2017,390825.46,84.65,61287.32,69.09,329538.14,88.35,
2016,290021.43,62.81,51584.83,58.16,238436.6,63.92,
2015,265931.32,57.6,44372.18,50.02,221559.14,59.4,
2014,241205.28,52.24,33013.01,37.22,208192.27,55.81,
2013,240349.11,52.06,35114.68,39.59,205234.43,55.02,
2022,435312.86,94.28,49108.67,55.36,386204.18,103.54,T
2023,435475.43,94.32,41807.96,47.13,393667.48,105.54,T
2024,435638.01,94.35,34507.24,38.9,401130.77,107.54,T
2025,435800.59,94.39,27206.52,30.67,408594.06,109.54,T
2026,435963.16,94.42,19905.81,22.44,416057.36,111.54,T
2027,436125.74,94.46,12605.09,14.21,423520.65,113.54,T
2028,436288.32,94.49,5304.37,5.98,430983.94,115.54,T
2029,436450.89,94.53,0,0,438447.24,117.54,T
2030,436613.47,94.56,0,0,445910.53,119.54,T
2031,436776.05,94.6,0,0,453373.82,121.55,T
2032,436938.62,94.64,0,0,460837.12,123.55,T
2033,437101.2,94.67,0,0,468300.41,125.55,T
2034,437263.78,94.71,0,0,475763.7,127.55,T
2035,437426.35,94.74,0,0,483227,129.55,T
2036,437588.93,94.78,0,0,490690.29,131.55,T
2037,437751.51,94.81,0,0,498153.58,133.55,T
2038,437914.08,94.85,0,0,505616.88,135.55,T
2039,438076.66,94.88,0,0,513080.17,137.55,T
2040,438239.24,94.92,0,0,520543.46,139.55,T
2041,438401.81,94.95,0,0,528006.76,141.55,T
2042,438564.39,94.99,0,0,535470.05,143.55,T
2043,438726.97,95.02,0,0,542933.34,145.56,T
2044,438889.54,95.06,0,0,550396.64,147.56,T
2045,439052.12,95.09,0,0,557859.93,149.56,T
2046,439214.7,95.13,0,0,565323.22,151.56,T
2047,439377.27,95.16,0,0,572786.52,153.56,T
2048,439539.85,95.2,0,0,580249.81,155.56,T
2049,439702.43,95.23,0,0,587713.1,157.56,T
2050,439865,95.27,0,0,595176.4,159.56,T
