分類,子分類,項目,單位,年份,數值
S,員工薪資,平均薪資,仟元,2020,1618
S,員工薪資,薪資中位數,仟元,2020,1365
S,員工薪資,平均薪資,仟元,2019,1618
S,員工薪資,薪資中位數,仟元,2019,1396
S,員工薪資,平均薪資,仟元,2018,1635
S,員工薪資,薪資中位數,仟元,2018,NaN
G,,資本額,元,2020,2485503130
G,,資本額,元,2019,2485503130
G,收入、成本與淨利,營業收入,仟元,2020,5495307
G,收入、成本與淨利,營業成本,仟元,2020,2895681
G,收入、成本與淨利,營業費用,仟元,2020,2450514
G,收入、成本與淨利,淨利,仟元,2020,255997
G,收入、成本與淨利,營業收入,仟元,2019,5306351
G,收入、成本與淨利,營業成本,仟元,2019,2506809
G,收入、成本與淨利,營業費用,仟元,2019,2401242
G,收入、成本與淨利,淨利,仟元,2019,336245
G,收入、成本與淨利,營業收入,仟元,2018,4904658
G,收入、成本與淨利,營業成本,仟元,2018,2299781
G,收入、成本與淨利,營業費用,仟元,2018,2321869
G,收入、成本與淨利,淨利,仟元,2018,261151
G,收入、成本與淨利,營業收入,仟元,2017,5342609
G,收入、成本與淨利,營業成本,仟元,2017,2694422
G,收入、成本與淨利,營業費用,仟元,2017,2333493
G,收入、成本與淨利,淨利,仟元,2017,835913
G,收入、成本與淨利,營業收入,仟元,2016,6422145
G,收入、成本與淨利,營業成本,仟元,2016,3605016
G,收入、成本與淨利,營業費用,仟元,2016,2466238
G,收入、成本與淨利,淨利,仟元,2016,280756
