年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,622379.85,103.61,560350.94,103.24,62028.91,107.04,
2019,600710.3,100,542758.33,100,57951.97,100,
2018,608404.93,101.28,543275.91,100.1,65129.02,112.38,
2017,612809.13,102.01,537721.56,99.07,75087.57,129.57,
2016,617261.74,102.76,551358.34,101.58,65903.4,113.72,
2015,617204.81,102.75,554002.86,102.07,63201.95,109.06,
2014,645294.98,107.42,579001.57,106.68,66293.41,114.39,
2021,625570.09,104.14,567894.07,104.63,57676.02,99.52,T
2022,628760.33,104.67,575437.19,106.02,53323.14,92.01,T
2023,631950.57,105.2,582980.32,107.41,48970.25,84.5,T
2024,635140.81,105.73,590523.45,108.8,44617.36,76.99,T
2025,638331.05,106.26,598066.57,110.19,40264.48,69.48,T
2026,641521.29,106.79,605609.7,111.58,35911.59,61.97,T
2027,644711.53,107.32,613152.83,112.97,31558.7,54.46,T
2028,647901.77,107.86,620695.95,114.36,27205.82,46.95,T
2029,651092.01,108.39,628239.08,115.75,22852.93,39.43,T
2030,654282.25,108.92,635782.21,117.14,18500.04,31.92,T
2031,657472.49,109.45,643325.33,118.53,14147.16,24.41,T
2032,660662.73,109.98,650868.46,119.92,9794.27,16.9,T
2033,663852.97,110.51,658411.59,121.31,5441.38,9.39,T
2034,667043.21,111.04,665954.71,122.7,1088.5,1.88,T
2035,670233.45,111.57,673497.84,124.09,0,0,T
2036,673423.69,112.1,681040.97,125.48,0,0,T
2037,676613.93,112.64,688584.09,126.87,0,0,T
2038,679804.17,113.17,696127.22,128.26,0,0,T
2039,682994.41,113.7,703670.35,129.65,0,0,T
2040,686184.65,114.23,711213.47,131.04,0,0,T
2041,689374.89,114.76,718756.6,132.43,0,0,T
2042,692565.13,115.29,726299.73,133.82,0,0,T
2043,695755.37,115.82,733842.85,135.21,0,0,T
2044,698945.61,116.35,741385.98,136.6,0,0,T
2045,702135.85,116.88,748929.11,137.99,0,0,T
2046,705326.09,117.42,756472.23,139.38,0,0,T
2047,708516.33,117.95,764015.36,140.77,0,0,T
2048,711706.57,118.48,771558.49,142.16,0,0,T
2049,714896.81,119.01,779101.61,143.54,0,0,T
2050,718087.05,119.54,786644.74,144.93,0,0,T
