年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,103364.39,66.23,35304.92,64.27,68059.47,67.3,
2021,151749,97.24,53405.74,97.22,98343.26,97.25,
2020,172719.1,110.67,75082.89,136.68,97636.21,96.55,
2019,156061.3,100,54934.55,100,101126.75,100,
2018,176696.89,113.22,59110.6,107.6,117586.29,116.28,
2017,212867.94,136.4,69411.12,126.35,143456.82,141.86,
2016,192092.86,123.09,63033.74,114.74,129059.12,127.62,
2015,167335.15,107.22,55911.28,101.78,111423.87,110.18,
2014,189754.67,121.59,64044.1,116.58,125710.57,124.31,
2013,181238.94,116.13,60900.91,110.86,120338.03,119,
2023,85798.75,54.98,28761.71,52.36,57037.04,56.4,T
2024,68233.11,43.72,22218.5,40.45,46014.61,45.5,T
2025,50667.48,32.47,15675.29,28.53,34992.19,34.6,T
2026,33101.84,21.21,9132.08,16.62,23969.76,23.7,T
2027,15536.2,9.96,2588.87,4.71,12947.33,12.8,T
2028,0,0,0,0,1924.9,1.9,T
2029,0,0,0,0,0,0,T
2030,0,0,0,0,0,0,T
2031,0,0,0,0,0,0,T
2032,0,0,0,0,0,0,T
2033,0,0,0,0,0,0,T
2034,0,0,0,0,0,0,T
2035,0,0,0,0,0,0,T
2036,0,0,0,0,0,0,T
2037,0,0,0,0,0,0,T
2038,0,0,0,0,0,0,T
2039,0,0,0,0,0,0,T
2040,0,0,0,0,0,0,T
2041,0,0,0,0,0,0,T
2042,0,0,0,0,0,0,T
2043,0,0,0,0,0,0,T
2044,0,0,0,0,0,0,T
2045,0,0,0,0,0,0,T
2046,0,0,0,0,0,0,T
2047,0,0,0,0,0,0,T
2048,0,0,0,0,0,0,T
2049,0,0,0,0,0,0,T
2050,0,0,0,0,0,0,T
