年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,71589.28,104.9,36272.65,116.54,35316.64,95.14,
2021,74995.08,109.89,37743.75,121.27,37251.33,100.35,
2020,72970.94,106.92,36151.61,116.15,36819.33,99.18,
2019,68246.97,100,31124.38,100,37122.59,100,
2018,75264.2,110.28,35823.27,115.1,39440.93,106.25,
2017,80722.98,118.28,39126.78,125.71,41596.2,112.05,
2016,75225.15,110.22,34394.81,110.51,40830.34,109.99,
2015,68924.65,100.99,27890.18,89.61,41034.47,110.54,
2014,69366.65,101.64,26846.8,86.26,42519.85,114.54,
2013,71169.54,104.28,27916.93,89.69,43252.61,116.51,
2023,72703.39,106.53,37988.73,122.05,34714.65,93.51,T
2024,73817.49,108.16,39704.82,127.57,34112.67,91.89,T
2025,74931.6,109.79,41420.91,133.08,33510.69,90.27,T
2026,76045.7,111.43,43137,138.6,32908.7,88.65,T
2027,77159.8,113.06,44853.09,144.11,32306.72,87.03,T
2028,78273.91,114.69,46569.18,149.62,31704.73,85.41,T
2029,79388.01,116.32,48285.26,155.14,31102.75,83.78,T
2030,80502.12,117.96,50001.35,160.65,30500.77,82.16,T
2031,81616.22,119.59,51717.44,166.16,29898.78,80.54,T
2032,82730.33,121.22,53433.53,171.68,29296.8,78.92,T
2033,83844.43,122.85,55149.62,177.19,28694.81,77.3,T
2034,84958.53,124.49,56865.71,182.7,28092.83,75.68,T
2035,86072.64,126.12,58581.79,188.22,27490.84,74.05,T
2036,87186.74,127.75,60297.88,193.73,26888.86,72.43,T
2037,88300.85,129.38,62013.97,199.25,26286.88,70.81,T
2038,89414.95,131.02,63730.06,204.76,25684.89,69.19,T
2039,90529.06,132.65,65446.15,210.27,25082.91,67.57,T
2040,91643.16,134.28,67162.24,215.79,24480.92,65.95,T
2041,92757.27,135.91,68878.32,221.3,23878.94,64.32,T
2042,93871.37,137.55,70594.41,226.81,23276.96,62.7,T
2043,94985.47,139.18,72310.5,232.33,22674.97,61.08,T
2044,96099.58,140.81,74026.59,237.84,22072.99,59.46,T
2045,97213.68,142.44,75742.68,243.35,21471,57.84,T
2046,98327.79,144.08,77458.77,248.87,20869.02,56.22,T
2047,99441.89,145.71,79174.86,254.38,20267.04,54.59,T
2048,100556,147.34,80890.94,259.9,19665.05,52.97,T
2049,101670.1,148.97,82607.03,265.41,19063.07,51.35,T
2050,102784.2,150.61,84323.12,270.92,18461.08,49.73,T
