分類,子分類,項目,單位,年份,數值
S,員工薪資,平均薪資,仟元,2020,644
S,員工薪資,薪資中位數,仟元,2020,582
S,員工薪資,平均薪資,仟元,2019,593
S,員工薪資,薪資中位數,仟元,2019,526
S,員工薪資,平均薪資,仟元,2018,631
S,員工薪資,薪資中位數,仟元,2018,NaN
G,,資本額,元,2020,1456813820
G,,資本額,元,2019,1456813820
G,營運狀況,營業收入,仟元,2020,6208576
G,營運狀況,營業成本,仟元,2020,4782103
G,營運狀況,營業費用,仟元,2020,538281
G,營運狀況,淨利,仟元,2020,571224
G,營運狀況,營業收入,仟元,2019,5750790
G,營運狀況,營業成本,仟元,2019,4466514
G,營運狀況,營業費用,仟元,2019,563135
G,營運狀況,淨利,仟元,2019,565619
G,營運狀況,營業收入,仟元,2018,6842243
G,營運狀況,營業成本,仟元,2018,5098201
G,營運狀況,營業費用,仟元,2018,601491
G,營運狀況,淨利,仟元,2018,985435
G,營運狀況,營業收入,仟元,2017,7269188
G,營運狀況,營業成本,仟元,2017,5222879
G,營運狀況,營業費用,仟元,2017,531458
G,營運狀況,淨利,仟元,2017,1092221
G,營運狀況,營業收入,仟元,2016,8206855
G,營運狀況,營業成本,仟元,2016,5755664
G,營運狀況,營業費用,仟元,2016,618080
G,營運狀況,淨利,仟元,2016,1495161
