年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,319910.86,95.58,38760.43,58.95,281150.43,104.54,
2020,327493.12,97.85,53271,81.02,274222.12,101.96,
2019,334696.3,100,65748.84,100,268947.46,100,
2018,330106.09,98.63,64510.06,98.12,265596.03,98.75,
2017,313177.12,93.57,62318.36,94.78,250858.76,93.27,
2016,269974.33,80.66,63672.64,96.84,206301.69,76.71,
2015,248436.75,74.23,47575.8,72.36,200860.95,74.68,
2014,219083.32,65.46,41374.24,62.93,177709.08,66.08,
2013,197693.53,59.07,34084.45,51.84,163609.08,60.83,
2022,316512.45,94.57,30177.22,45.9,286335.23,106.47,T
2023,313114.04,93.55,21594.01,32.84,291520.03,108.39,T
2024,309715.63,92.54,13010.8,19.79,296704.83,110.32,T
2025,306317.22,91.52,4427.59,6.73,301889.63,112.25,T
2026,302918.81,90.51,0,0,307074.43,114.18,T
2027,299520.4,89.49,0,0,312259.23,116.1,T
2028,296121.99,88.47,0,0,317444.03,118.03,T
2029,292723.58,87.46,0,0,322628.83,119.96,T
2030,289325.17,86.44,0,0,327813.63,121.89,T
2031,285926.76,85.43,0,0,332998.43,123.82,T
2032,282528.35,84.41,0,0,338183.23,125.74,T
2033,279129.94,83.4,0,0,343368.03,127.67,T
2034,275731.53,82.38,0,0,348552.83,129.6,T
2035,272333.12,81.37,0,0,353737.63,131.53,T
2036,268934.71,80.35,0,0,358922.43,133.45,T
2037,265536.3,79.34,0,0,364107.23,135.38,T
2038,262137.89,78.32,0,0,369292.03,137.31,T
2039,258739.48,77.31,0,0,374476.83,139.24,T
2040,255341.07,76.29,0,0,379661.63,141.17,T
2041,251942.66,75.28,0,0,384846.43,143.09,T
2042,248544.25,74.26,0,0,390031.23,145.02,T
2043,245145.84,73.24,0,0,395216.03,146.95,T
2044,241747.43,72.23,0,0,400400.83,148.88,T
2045,238349.02,71.21,0,0,405585.63,150.8,T
2046,234950.61,70.2,0,0,410770.43,152.73,T
2047,231552.2,69.18,0,0,415955.23,154.66,T
2048,228153.79,68.17,0,0,421140.03,156.59,T
2049,224755.38,67.15,0,0,426324.83,158.52,T
2050,221356.97,66.14,0,0,431509.63,160.44,T
