年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,113025.51,90.86,23489.59,94.33,89535.92,89.99,
2019,124390.55,100,24900.39,100,99490.16,100,
2018,122413.28,98.41,24004.42,96.4,98408.86,98.91,
2017,134584.28,108.19,28319.99,113.73,106264.29,106.81,
2016,142094.66,114.23,52135.88,209.38,89958.78,90.42,
2015,128428.99,103.25,48810.81,196.02,79618.18,80.03,
2014,131069.36,105.37,51501.41,206.83,79567.95,79.98,
2013,131929.07,106.06,55073.84,221.18,76855.23,77.25,
2021,105839.25,85.09,21879.46,87.87,83959.8,84.39,T
2022,98653,79.31,20269.32,81.4,78383.67,78.79,T
2023,91466.74,73.53,18659.19,74.94,72807.55,73.18,T
2024,84280.48,67.75,17049.06,68.47,67231.43,67.58,T
2025,77094.23,61.98,15438.92,62,61655.3,61.97,T
2026,69907.97,56.2,13828.79,55.54,56079.18,56.37,T
2027,62721.71,50.42,12218.66,49.07,50503.06,50.76,T
2028,55535.46,44.65,10608.52,42.6,44926.93,45.16,T
2029,48349.2,38.87,8998.39,36.14,39350.81,39.55,T
2030,41162.94,33.09,7388.26,29.67,33774.69,33.95,T
2031,33976.69,27.31,5778.12,23.2,28198.56,28.34,T
2032,26790.43,21.54,4167.99,16.74,22622.44,22.74,T
2033,19604.17,15.76,2557.86,10.27,17046.32,17.13,T
2034,12417.92,9.98,947.72,3.81,11470.19,11.53,T
2035,5231.66,4.21,0,0,5894.07,5.92,T
2036,0,0,0,0,317.95,0.32,T
2037,0,0,0,0,0,0,T
2038,0,0,0,0,0,0,T
2039,0,0,0,0,0,0,T
2040,0,0,0,0,0,0,T
2041,0,0,0,0,0,0,T
2042,0,0,0,0,0,0,T
2043,0,0,0,0,0,0,T
2044,0,0,0,0,0,0,T
2045,0,0,0,0,0,0,T
2046,0,0,0,0,0,0,T
2047,0,0,0,0,0,0,T
2048,0,0,0,0,0,0,T
2049,0,0,0,0,0,0,T
2050,0,0,0,0,0,0,T
