年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,130538.37,92.8,44563.84,87.97,85974.53,95.52,
2019,140667.63,100,50660.19,100,90007.44,100,
2018,153992.18,109.47,53552.29,105.71,100439.89,111.59,
2021,118811.47,84.46,40069.62,79.09,78741.85,87.48,T
2022,107084.56,76.13,35575.39,70.22,71509.17,79.45,T
2023,95357.66,67.79,31081.17,61.35,64276.49,71.41,T
2024,83630.75,59.45,26586.94,52.48,57043.81,63.38,T
2025,71903.85,51.12,22092.72,43.61,49811.13,55.34,T
2026,60176.94,42.78,17598.49,34.74,42578.45,47.31,T
2027,48450.04,34.44,13104.27,25.87,35345.77,39.27,T
2028,36723.13,26.11,8610.04,17,28113.09,31.23,T
2029,24996.23,17.77,4115.82,8.12,20880.41,23.2,T
2030,13269.32,9.43,0,0,13647.73,15.16,T
2031,1542.42,1.1,0,0,6415.05,7.13,T
2032,0,0,0,0,0,0,T
2033,0,0,0,0,0,0,T
2034,0,0,0,0,0,0,T
2035,0,0,0,0,0,0,T
2036,0,0,0,0,0,0,T
2037,0,0,0,0,0,0,T
2038,0,0,0,0,0,0,T
2039,0,0,0,0,0,0,T
2040,0,0,0,0,0,0,T
2041,0,0,0,0,0,0,T
2042,0,0,0,0,0,0,T
2043,0,0,0,0,0,0,T
2044,0,0,0,0,0,0,T
2045,0,0,0,0,0,0,T
2046,0,0,0,0,0,0,T
2047,0,0,0,0,0,0,T
2048,0,0,0,0,0,0,T
2049,0,0,0,0,0,0,T
2050,0,0,0,0,0,0,T
