年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,440221.29,100.34,366098.17,96.65,74123.12,123.7,
2020,465148.06,106.02,408215.59,107.77,56932.47,95.01,
2019,438716.08,100,378796.6,100,59919.48,100,
2018,446678.8,101.82,386139.38,101.94,60539.42,101.03,
2017,436215.97,99.43,370658.71,97.85,65557.26,109.41,
2016,438626.36,99.98,396525.88,104.68,42100.48,70.26,
2015,411371.17,93.77,371808.51,98.16,39562.66,66.03,
2014,425065.23,96.89,389263.78,102.76,35801.45,59.75,
2022,438068.79,99.85,359417.77,94.88,78651.02,131.26,T
2023,435916.28,99.36,352737.36,93.12,83178.92,138.82,T
2024,433763.78,98.87,346056.96,91.36,87706.82,146.37,T
2025,431611.28,98.38,339376.56,89.59,92234.72,153.93,T
2026,429458.77,97.89,332696.15,87.83,96762.62,161.49,T
2027,427306.27,97.4,326015.75,86.07,101290.52,169.04,T
2028,425153.77,96.91,319335.35,84.3,105818.42,176.6,T
2029,423001.26,96.42,312654.94,82.54,110346.32,184.16,T
2030,420848.76,95.93,305974.54,80.78,114874.22,191.71,T
2031,418696.26,95.44,299294.14,79.01,119402.12,199.27,T
2032,416543.75,94.95,292613.73,77.25,123930.02,206.83,T
2033,414391.25,94.46,285933.33,75.48,128457.92,214.38,T
2034,412238.75,93.96,279252.93,73.72,132985.82,221.94,T
2035,410086.24,93.47,272572.52,71.96,137513.72,229.5,T
2036,407933.74,92.98,265892.12,70.19,142041.62,237.05,T
2037,405781.24,92.49,259211.72,68.43,146569.52,244.61,T
2038,403628.73,92,252531.31,66.67,151097.42,252.17,T
2039,401476.23,91.51,245850.91,64.9,155625.32,259.72,T
2040,399323.73,91.02,239170.51,63.14,160153.22,267.28,T
2041,397171.22,90.53,232490.1,61.38,164681.12,274.84,T
2042,395018.72,90.04,225809.7,59.61,169209.02,282.39,T
2043,392866.22,89.55,219129.3,57.85,173736.92,289.95,T
2044,390713.71,89.06,212448.89,56.09,178264.82,297.51,T
2045,388561.21,88.57,205768.49,54.32,182792.72,305.06,T
2046,386408.71,88.08,199088.09,52.56,187320.62,312.62,T
2047,384256.2,87.59,192407.68,50.79,191848.52,320.18,T
2048,382103.7,87.1,185727.28,49.03,196376.42,327.73,T
2049,379951.2,86.61,179046.88,47.27,200904.32,335.29,T
2050,377798.69,86.11,172366.47,45.5,205432.22,342.85,T
