年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,37099.31,112.88,27659.3,113.38,9440.01,111.46,
2019,32865.29,100,24395.53,100,8469.76,100,
2018,32957.16,100.28,24381.62,99.94,8575.54,101.25,
2017,36486.42,111.02,26870.75,110.15,9615.67,113.53,
2016,37617.11,114.46,28637.02,117.39,8980.09,106.03,
2015,46214.43,140.62,35361.79,144.95,10852.64,128.13,
2014,47542.46,144.66,37015.53,151.73,10526.93,124.29,
2021,37303.61,113.5,27922.15,114.46,9381.46,110.76,T
2022,37507.9,114.13,28185,115.53,9322.9,110.07,T
2023,37712.2,114.75,28447.85,116.61,9264.35,109.38,T
2024,37916.5,115.37,28710.7,117.69,9205.8,108.69,T
2025,38120.79,115.99,28973.55,118.77,9147.24,108,T
2026,38325.09,116.61,29236.4,119.84,9088.69,107.31,T
2027,38529.39,117.23,29499.25,120.92,9030.14,106.62,T
2028,38733.68,117.86,29762.1,122,8971.58,105.92,T
2029,38937.98,118.48,30024.95,123.08,8913.03,105.23,T
2030,39142.28,119.1,30287.8,124.15,8854.48,104.54,T
2031,39346.57,119.72,30550.65,125.23,8795.92,103.85,T
2032,39550.87,120.34,30813.5,126.31,8737.37,103.16,T
2033,39755.17,120.96,31076.35,127.39,8678.82,102.47,T
2034,39959.46,121.59,31339.2,128.46,8620.26,101.78,T
2035,40163.76,122.21,31602.05,129.54,8561.71,101.09,T
2036,40368.06,122.83,31864.9,130.62,8503.16,100.39,T
2037,40572.35,123.45,32127.75,131.7,8444.6,99.7,T
2038,40776.65,124.07,32390.6,132.77,8386.05,99.01,T
2039,40980.95,124.69,32653.45,133.85,8327.5,98.32,T
2040,41185.24,125.32,32916.3,134.93,8268.94,97.63,T
2041,41389.54,125.94,33179.15,136.01,8210.39,96.94,T
2042,41593.84,126.56,33442,137.08,8151.84,96.25,T
2043,41798.13,127.18,33704.85,138.16,8093.28,95.56,T
2044,42002.43,127.8,33967.7,139.24,8034.73,94.86,T
2045,42206.73,128.42,34230.55,140.31,7976.18,94.17,T
2046,42411.02,129.05,34493.4,141.39,7917.62,93.48,T
2047,42615.32,129.67,34756.25,142.47,7859.07,92.79,T
2048,42819.62,130.29,35019.1,143.55,7800.52,92.1,T
2049,43023.91,130.91,35281.95,144.62,7741.96,91.41,T
2050,43228.21,131.53,35544.8,145.7,7683.41,90.72,T
