年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,61748.5,95.47,43472.96,94.59,18275.54,97.62,
2020,63380.09,97.99,44750.67,97.37,18629.42,99.51,
2019,64679.1,100,45958.49,100,18720.61,100,
2018,65458.93,101.21,46732.72,101.68,18726.21,100.03,
2017,58212.43,90,39966.33,86.96,18246.1,97.47,
2016,56722.47,87.7,34024.35,74.03,22698.12,121.25,
2015,46904.79,72.52,33771.11,73.48,13133.68,70.16,
2022,60511.69,93.56,42386.37,92.23,18125.32,96.82,T
2023,59274.88,91.64,41299.79,89.86,17975.09,96.02,T
2024,58038.07,89.73,40213.2,87.5,17824.87,95.22,T
2025,56801.26,87.82,39126.61,85.13,17674.65,94.41,T
2026,55564.45,85.91,38040.03,82.77,17524.42,93.61,T
2027,54327.64,84,36953.44,80.41,17374.2,92.81,T
2028,53090.83,82.08,35866.85,78.04,17223.98,92.01,T
2029,51854.02,80.17,34780.27,75.68,17073.75,91.2,T
2030,50617.21,78.26,33693.68,73.31,16923.53,90.4,T
2031,49380.4,76.35,32607.09,70.95,16773.31,89.6,T
2032,48143.59,74.43,31520.51,68.58,16623.08,88.8,T
2033,46906.78,72.52,30433.92,66.22,16472.86,87.99,T
2034,45669.97,70.61,29347.33,63.86,16322.64,87.19,T
2035,44433.16,68.7,28260.75,61.49,16172.41,86.39,T
2036,43196.35,66.79,27174.16,59.13,16022.19,85.59,T
2037,41959.54,64.87,26087.57,56.76,15871.97,84.78,T
2038,40722.73,62.96,25000.99,54.4,15721.74,83.98,T
2039,39485.92,61.05,23914.4,52.03,15571.52,83.18,T
2040,38249.11,59.14,22827.81,49.67,15421.3,82.38,T
2041,37012.3,57.22,21741.23,47.31,15271.07,81.57,T
2042,35775.49,55.31,20654.64,44.94,15120.85,80.77,T
2043,34538.68,53.4,19568.05,42.58,14970.63,79.97,T
2044,33301.87,51.49,18481.47,40.21,14820.4,79.17,T
2045,32065.06,49.58,17394.88,37.85,14670.18,78.36,T
2046,30828.25,47.66,16308.29,35.48,14519.96,77.56,T
2047,29591.44,45.75,15221.71,33.12,14369.73,76.76,T
2048,28354.63,43.84,14135.12,30.76,14219.51,75.96,T
2049,27117.82,41.93,13048.53,28.39,14069.29,75.15,T
2050,25881.01,40.01,11961.95,26.03,13919.06,74.35,T
