年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,42147.97,117.76,35728.46,122.23,6419.51,97.82,
2020,33646.04,94,28453.75,97.35,5192.29,79.12,
2019,35792.53,100,29229.69,100,6562.84,100,
2018,38971.03,108.88,32111.11,109.86,6859.92,104.53,
2017,35440.63,99.02,28358.07,97.02,7082.56,107.92,
2016,36457.9,101.86,29620.89,101.34,6837.01,104.18,
2015,37576.39,104.98,29481.3,100.86,8095.09,123.35,
2022,43206.95,120.71,36934.24,126.36,6272.71,95.58,T
2023,44265.93,123.67,38140.03,130.48,6125.9,93.34,T
2024,45324.91,126.63,39345.81,134.61,5979.1,91.11,T
2025,46383.89,129.59,40551.59,138.73,5832.3,88.87,T
2026,47442.87,132.55,41757.38,142.86,5685.49,86.63,T
2027,48501.85,135.51,42963.16,146.98,5538.69,84.39,T
2028,49560.83,138.47,44168.94,151.11,5391.89,82.16,T
2029,50619.81,141.43,45374.73,155.24,5245.08,79.92,T
2030,51678.79,144.38,46580.51,159.36,5098.28,77.68,T
2031,52737.77,147.34,47786.29,163.49,4951.48,75.45,T
2032,53796.75,150.3,48992.08,167.61,4804.67,73.21,T
2033,54855.73,153.26,50197.86,171.74,4657.87,70.97,T
2034,55914.71,156.22,51403.64,175.86,4511.07,68.74,T
2035,56973.69,159.18,52609.43,179.99,4364.26,66.5,T
2036,58032.67,162.14,53815.21,184.11,4217.46,64.26,T
2037,59091.65,165.09,55020.99,188.24,4070.66,62.03,T
2038,60150.63,168.05,56226.78,192.36,3923.85,59.79,T
2039,61209.61,171.01,57432.56,196.49,3777.05,57.55,T
2040,62268.59,173.97,58638.34,200.61,3630.25,55.32,T
2041,63327.57,176.93,59844.13,204.74,3483.44,53.08,T
2042,64386.55,179.89,61049.91,208.86,3336.64,50.84,T
2043,65445.53,182.85,62255.69,212.99,3189.84,48.6,T
2044,66504.51,185.81,63461.48,217.11,3043.03,46.37,T
2045,67563.49,188.76,64667.26,221.24,2896.23,44.13,T
2046,68622.47,191.72,65873.04,225.36,2749.43,41.89,T
2047,69681.45,194.68,67078.83,229.49,2602.62,39.66,T
2048,70740.43,197.64,68284.61,233.61,2455.82,37.42,T
2049,71799.41,200.6,69490.39,237.74,2309.02,35.18,T
2050,72858.39,203.56,70696.18,241.86,2162.21,32.95,T
