年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,32105.55,115.92,3912.65,155.51,28192.9,111.97,
2020,29623.29,106.96,3912.66,155.51,25710.63,102.11,
2019,27695.56,100,2515.94,100,25179.62,100,
2018,29570.85,106.77,3353.97,133.31,26216.88,104.12,
2017,30769.19,111.1,3912.66,155.51,26856.53,106.66,
2022,32950.45,118.97,4098.88,162.92,28851.57,114.58,T
2023,33795.35,122.02,4285.1,170.32,29510.25,117.2,T
2024,34640.25,125.08,4471.33,177.72,30168.92,119.81,T
2025,35485.15,128.13,4657.56,185.12,30827.59,122.43,T
2026,36330.05,131.18,4843.78,192.52,31486.27,125.05,T
2027,37174.95,134.23,5030.01,199.93,32144.94,127.66,T
2028,38019.85,137.28,5216.24,207.33,32803.61,130.28,T
2029,38864.75,140.33,5402.46,214.73,33462.29,132.89,T
2030,39709.65,143.38,5588.69,222.13,34120.96,135.51,T
2031,40554.55,146.43,5774.92,229.53,34779.63,138.13,T
2032,41399.45,149.48,5961.14,236.94,35438.31,140.74,T
2033,42244.35,152.53,6147.37,244.34,36096.98,143.36,T
2034,43089.25,155.58,6333.6,251.74,36755.65,145.97,T
2035,43934.15,158.63,6519.82,259.14,37414.33,148.59,T
2036,44779.05,161.68,6706.05,266.54,38073,151.21,T
2037,45623.95,164.73,6892.28,273.94,38731.67,153.82,T
2038,46468.85,167.78,7078.5,281.35,39390.35,156.44,T
2039,47313.75,170.84,7264.73,288.75,40049.02,159.05,T
2040,48158.65,173.89,7450.96,296.15,40707.69,161.67,T
2041,49003.55,176.94,7637.18,303.55,41366.37,164.29,T
2042,49848.45,179.99,7823.41,310.95,42025.04,166.9,T
2043,50693.35,183.04,8009.64,318.36,42683.71,169.52,T
2044,51538.25,186.09,8195.86,325.76,43342.39,172.13,T
2045,52383.15,189.14,8382.09,333.16,44001.06,174.75,T
2046,53228.05,192.19,8568.32,340.56,44659.73,177.36,T
2047,54072.95,195.24,8754.54,347.96,45318.41,179.98,T
2048,54917.85,198.29,8940.77,355.36,45977.08,182.6,T
2049,55762.75,201.34,9127,362.77,46635.75,185.21,T
2050,56607.65,204.39,9313.22,370.17,47294.43,187.83,T
