分類,子分類,項目,單位,年份,數值
S,員工薪資,平均薪資,仟元,2020,502
S,員工薪資,薪資中位數,仟元,2020,524
S,員工薪資,平均薪資,仟元,2019,500
S,員工薪資,薪資中位數,仟元,2019,535
S,員工薪資,平均薪資,仟元,2018,542
S,員工薪資,薪資中位數,仟元,2018,NaN
G,,資本額,元,2020,630000000
G,,資本額,元,2019,630000000
G,收入、成本與淨利,營業收入,仟元,2020,416256
G,收入、成本與淨利,營業成本,仟元,2020,264604
G,收入、成本與淨利,營業費用,仟元,2020,64171
G,收入、成本與淨利,淨利,仟元,2020,62551
G,收入、成本與淨利,營業收入,仟元,2019,398105
G,收入、成本與淨利,營業成本,仟元,2019,254622
G,收入、成本與淨利,營業費用,仟元,2019,67769
G,收入、成本與淨利,淨利,仟元,2019,66285
G,收入、成本與淨利,營業收入,仟元,2018,505982
G,收入、成本與淨利,營業成本,仟元,2018,310974
G,收入、成本與淨利,營業費用,仟元,2018,75638
G,收入、成本與淨利,淨利,仟元,2018,111386
G,收入、成本與淨利,營業收入,仟元,2017,533252
G,收入、成本與淨利,營業成本,仟元,2017,331894
G,收入、成本與淨利,營業費用,仟元,2017,78051
G,收入、成本與淨利,淨利,仟元,2017,102005
G,收入、成本與淨利,營業收入,仟元,2016,599829
G,收入、成本與淨利,營業成本,仟元,2016,368230
G,收入、成本與淨利,營業費用,仟元,2016,80245
G,收入、成本與淨利,淨利,仟元,2016,129579
